0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,1738,3070,2703,3408,2417,14458,4297,5125,1233,3670,20514,599,4332,7301,15573,3480,5253,15199,4544,6350,3660,3203,16754,398,4237,8577,13931,4477,4161,8057,3301,3911,1054,1197,4978,503,1646,2760,1071,961,1561,1684,803,1646,461,867,1165,114,572,459,641,113,275,192,33,173,309,0,96,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643,1492,6755,4501,10911,1537,26897,6386,11472,5795,1936,37640,2347,4601,11368,19672,14502,2389,24508,8397,10951,8677,2738,33075,1483,6506,8898,14991,12642,2312,14484,6286,7794,4068,1436,17645,814,2104,5953,4356,4535,1042,6776,3045,3373,1977,385,6807,289,289,1872,963,2266,226,606,1399,796,317,0,1332,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645,2322,4538,7675,20710,2910,24749,9429,22596,13022,2425,50970,2279,5148,8989,24397,21360,4883,21669,8589,15411,14848,3557,38934,3303,8897,9071,17488,17611,5567,16362,7642,15881,7985,2525,16781,1871,5513,4564,7132,5513,2184,4129,2066,5176,1626,630,5586,635,1240,666,425,2252,465,1085,669,1854,49,38,15,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1848,1842,6191,6912,9041,3276,16039,7498,11287,3623,1728,29281,1985,2152,12156,15470,8993,5383,16213,5895,13298,4017,2661,18731,1538,4003,12066,10152,5993,3069,9522,3464,6448,1860,1659,9357,950,1544,3348,3612,1897,832,2773,1290,895,364,164,1837,133,303,688,643,257,83,668,336,26,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046,3952,4855,9581,13025,4223,24352,6687,17975,10556,1879,44819,948,5958,9012,23356,18973,3944,19593,4826,16400,8891,2594,31844,1518,6361,7450,16113,13758,3193,15177,2570,11002,3881,974,15324,442,2322,2271,4185,5251,1768,2870,846,4711,1706,353,5191,71,675,55,1439,2256,65,677,0,1521,427,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1711,2420,8333,7598,11009,6155,14754,10464,14242,9108,1807,27951,1938,2873,11102,13673,14912,4732,14654,8797,12325,6376,2898,21326,2275,6297,9254,8261,8601,3577,6081,4126,6321,2116,469,7259,501,936,2798,1609,2919,1410,907,1006,1941,636,191,1080,151,140,565,314,1117,298,97,122,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2281,4572,14008,17204,13201,7512,29547,10233,20726,9073,2702,43622,1313,5428,20414,23570,12504,7141,23283,9980,14688,6681,3804,31847,2006,6459,12067,14019,8788,2852,12303,3791,5265,1866,738,11213,966,932,3344,4582,1138,541,3746,747,581,225,83,3336,369,88,355,1225,95,0,249,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,6159,13800,21897,17214,5295,40495,11303,23335,6471,3911,57918,1975,7587,14981,32631,17904,6413,32767,9996,19005,7561,4607,33868,1730,9858,10159,15900,7183,3908,9842,4911,6385,1576,2627,10275,508,3006,3345,4551,1644,1265,3313,1435,1418,305,277,2285,63,463,349,1112,216,21,43,15,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4817,4139,17639,14753,21302,9743,25697,16408,23126,14351,2110,43089,3446,6510,15873,17166,21153,5713,20488,11619,16475,10119,2327,24803,2661,4878,10012,8866,8927,3380,7657,3526,4664,2267,788,9504,1425,836,2998,760,1382,699,772,697,569,310,238,734,147,188,463,0,85,172,19,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3725,7366,17873,31012,25819,11281,35116,15108,30565,12474,4942,49988,2274,9449,17177,36126,24840,6997,29459,10160,19928,10241,5056,34724,2260,10914,10453,17829,10107,4261,12580,4195,6545,2708,1358,10944,1175,1693,1906,4709,1904,957,3887,564,656,649,115,3184,122,184,115,1813,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4155,4142,23749,21377,18903,8132,25996,20564,23280,8482,3035,48130,2988,6977,17349,20030,17533,7006,20310,14543,15471,6280,3368,28411,3297,4096,12129,8641,7806,3539,6677,6441,5665,2194,703,9558,1105,763,3516,1656,1779,871,803,1850,878,82,96,1538,188,87,22,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5574,8232,38363,25950,30941,9797,29444,30957,32868,18859,4868,58885,6294,9287,30358,20150,26710,10478,24016,16411,23263,12289,3952,37876,3731,8980,13773,8030,11828,4895,8977,5762,6352,2947,1327,7929,963,1614,3911,1002,2425,403,1031,1322,1887,680,274,1537,0,51,427,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3496,12815,27089,20835,13579,19193,22432,16898,24092,9513,3695,36237,2057,10902,17558,18191,13383,10488,16222,11404,14383,6250,4094,19384,1527,7200,7652,5875,3847,4271,4184,3015,4384,1110,1633,3221,211,1173,923,962,313,60,788,153,142,120,8,156,17,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4834,9247,42347,24614,36995,11918,33105,38657,32387,14203,4207,74839,4688,9041,30201,25368,26315,9869,23628,22913,16863,9632,3802,36014,2910,4102,15569,5445,8924,2872,4928,7949,5473,1701,838,10723,547,726,4111,687,2866,137,138,3051,1518,114,12,1814,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5169,16587,28375,37341,47528,19395,30735,25246,50545,21834,6779,73844,4440,18631,19314,24959,25743,11625,22880,13971,27837,9081,4468,31054,2550,9451,8082,10383,8478,3967,6903,5003,9595,2337,1426,7820,945,1708,1169,539,2150,1277,1340,915,2347,155,108,448,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6205,10474,38613,21399,28591,24328,26403,24130,32325,12279,6014,50745,5856,12182,27497,17713,17134,11369,17544,13489,12728,5916,4279,20978,1472,4395,8014,6319,3956,3315,4535,2251,1513,735,408,2662,229,419,447,683,263,196,416,352,142,82,34,49,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3320,15394,29743,38551,41050,13862,33636,23415,42618,16411,6963,69484,3527,12609,18120,24477,25118,8563,22776,9233,21320,8649,3321,26543,1169,4894,5659,6855,7763,2811,4914,2394,6137,1950,477,6967,66,621,485,892,2691,155,471,163,1574,206,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5946,6817,31517,15508,27928,16318,19397,25107,27703,11437,4683,42769,4205,5250,17423,10751,13879,9447,9088,8666,10812,4371,1231,13688,1027,1583,5820,2875,4650,2749,1404,1559,2459,651,359,1800,193,369,485,513,1010,288,160,173,5,19,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5453,18733,47246,35102,29857,28114,38002,31957,36543,17845,7609,64170,5575,15367,28737,22279,20765,11467,20724,13561,10641,8586,2483,24751,2438,4923,9489,6235,3979,3295,5302,2442,1704,2307,261,3955,279,474,617,1433,294,130,249,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096,14601,25965,47036,30757,15769,39026,18999,33796,10118,8507,53108,3024,13219,13479,20161,11211,7812,16182,7349,9948,2477,3315,15391,877,4245,4798,6082,2668,1491,5119,1881,1878,502,171,3257,104,1061,595,925,176,43,55,30,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10044,9932,39912,25688,35741,19475,28864,29427,32357,15947,4646,53104,6169,7234,24151,9803,15690,6809,9017,10859,6028,5284,1046,14569,3649,1851,6042,1474,2878,2111,1049,2644,684,853,266,2045,161,236,888,28,95,427,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5903,17182,31880,46648,31235,22353,39398,16132,41042,12340,8446,53128,3139,12327,13102,20029,12434,5782,15309,3609,10496,2958,2945,16726,1385,3586,3936,6775,2623,1669,5124,593,1061,777,249,4255,144,86,195,1882,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6264,12239,36381,25947,25798,15449,26006,27055,23472,9539,6513,47134,3995,7007,17775,11731,10199,5586,9025,8174,7088,2701,1998,15404,1486,1988,5715,2498,2487,1383,1688,2957,1349,406,596,3086,314,125,57,34,32,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9085,16219,50540,22434,33658,15410,25074,26313,29342,14221,6117,50643,4127,10108,19045,7905,13197,4368,8801,6695,8088,4628,1938,13231,1485,2303,6514,905,2987,666,1630,1509,1227,315,560,1800,13,55,246,21,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7777,20063,35661,26526,21028,20897,21082,19742,25061,8082,6807,27749,1901,8878,9288,7612,3920,5388,5248,3822,5334,1835,2067,5520,271,1943,1421,2073,640,270,1210,505,350,238,39,277,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9834,15182,44222,27622,35626,13333,26673,28401,24435,11294,4715,47733,3199,4931,14560,5921,9717,3351,6459,8927,6617,3317,719,12641,946,1111,4593,921,3398,307,489,3334,1502,179,95,1912,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8889,21062,28831,27502,30443,16077,21360,16710,29499,8809,4071,37427,2687,9180,6377,5686,7482,3844,5900,3767,7867,1767,1296,7598,795,1404,1038,1083,2308,659,1003,1050,1403,55,1,236,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11575,16807,35624,18633,23040,15122,20832,18762,15001,8025,3570,28045,2367,4750,7739,6149,6281,2763,6691,2243,2872,1112,2682,5983,775,1473,807,918,804,632,791,348,91,102,0,21,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7534,20508,23803,26260,27816,9606,21748,11938,24928,7861,2669,34913,2105,5328,6107,5592,9493,2377,5141,3149,5791,1855,697,7194,166,824,830,951,3133,189,702,137,1505,245,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11360,12503,30122,14709,20034,13166,12784,13679,12516,5553,2938,21845,2361,2866,6767,3366,5777,3028,2053,3835,2894,1272,635,2356,776,756,1302,1812,1845,446,173,101,0,21,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11855,21220,32612,25030,22718,11966,18996,16020,14087,7370,2384,30221,3010,3004,5952,6901,3962,2305,4796,2370,2484,1391,713,5124,476,758,642,1736,289,34,286,0,21,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7723,19297,19132,21317,13182,9183,16972,10817,11560,3577,3345,22576,1278,4601,4460,5188,2797,1123,4999,1887,1779,618,285,3334,240,889,712,1186,95,22,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12413,14075,31582,13524,20301,10089,11903,13267,11995,5374,1852,21913,1935,3742,6148,2328,4421,1596,1877,2303,1978,1561,209,2598,614,900,1037,0,103,254,21,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8693,21116,20703,26095,16039,9023,17558,7187,13449,5028,1660,23302,2129,2970,3848,5674,2180,1272,3828,1019,1103,1009,238,5072,516,254,153,1806,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13797,11113,24241,12863,15468,6780,10753,13103,9913,5614,2712,21207,2871,2480,6800,3596,4743,1509,2563,3482,1152,1016,1161,3443,409,188,62,0,21,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10775,18897,25093,12231,16087,8953,12061,8436,13253,5319,4441,19247,2292,2349,6317,3496,2595,1632,1575,1415,1669,773,529,2003,0,43,269,21,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7109,14389,14839,10028,7964,8282,7202,5549,8682,2966,3055,8841,1097,2071,1778,1756,1015,645,1032,718,1264,765,292,242,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,9705,22958,11692,15069,5314,11226,11320,10036,3908,1397,18828,1658,1745,4866,2005,3858,358,989,3539,1965,417,61,1860,0,21,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7284,14208,11462,12327,12305,6072,8682,6769,11264,3379,1166,11106,1557,2346,1581,1158,2127,788,1143,1070,743,188,3,284,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5885,8123,14561,9146,8738,5175,7854,4740,4022,2322,1995,8546,1160,1215,1541,1317,1349,508,1433,612,145,41,0,21,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5275,10431,8926,10990,11862,4039,7240,5425,9183,2555,1167,10331,934,1134,1233,1458,3346,516,860,97,1544,299,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4409,4879,11159,5275,7645,5318,3236,5598,3608,2008,1114,4830,948,1210,1102,1458,1278,584,106,110,0,21,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5541,7672,12335,9670,8021,4200,6497,3751,5004,2353,1177,7159,724,1016,1028,2219,561,57,291,0,21,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3670,6997,7853,7939,4089,2226,6156,3522,2679,1000,660,5052,509,1109,1505,704,162,64,0,0,0,0,0
